"VV_mean_30","VH_mean_30","VV_sd_30","VH_sd_30","VV_mean_60","VH_mean_60","VV_sd_60","VH_sd_60","VV_mean_90","VH_mean_90","VV_sd_90","VH_sd_90","VV_mean_120","VH_mean_120","VV_sd_120","VH_sd_120","VV_mean_150","VH_mean_150","VV_sd_150","VH_sd_150","VV_mean_250","VH_mean_250","VV_sd_250","VH_sd_250","VV_mean_500","VH_mean_500","VV_sd_500","VH_sd_500"
-7.19125013292231,-14.9728291384584,1.16067420821369,1.82803809993851,-7.36723840257128,-13.998630390394,1.93182924419801,2.03277631646925,-7.71926112289351,-14.3284907569837,2.31947551387989,2.13393362534307,-7.85192616184159,-14.6455477069382,2.3627533432547,2.39885404378708,-8.13678122126514,-14.5992270810321,2.51151315554569,2.55090648520311,-7.95052658091644,-14.5335889068967,2.67690245592121,2.67227491548325,-8.2330603656269,-14.7401585895127,2.61082205849078,2.53705475290335
-14.2816313028234,-20.8047820834723,2.73375369572145,2.94153073685031,-11.2025865043413,-17.9930104935547,3.66971950917307,4.02363245644352,-9.24984172011286,-16.3753848480744,3.52446823974079,3.97992820220656,-8.33689165075029,-15.3782819531982,3.24575124909835,3.75496963737578,-8.1665551202217,-14.98917497341,3.02819519843145,3.49062207208887,-8.09086536317194,-14.7474375624138,2.89860342569989,3.07126811518879,-7.8277246289061,-14.4539227870158,2.94701741048313,2.96395468734435
-8.43029877893474,-15.8752625670426,1.85336602168662,1.80665109410618,-8.09932813271433,-15.3952650792421,2.36840416384008,2.60127137735908,-8.77179969634469,-15.1850563944083,2.52285680180271,2.75878024238768,-8.72291294815201,-15.1026463265526,2.54794873229071,2.61020304182248,-8.6914007655159,-14.9739158672429,2.54652412349546,2.61945796665039,-8.69623672203113,-14.8808071453065,2.35609166550762,2.48346479667103,-8.62049617724629,-14.9628096460596,2.6292139007759,2.7312906109277
-8.21492105445054,-15.643202587565,1.76158974205369,2.00221276771294,-8.54993110734227,-15.4855379912787,2.00979828874488,2.30751513169721,-7.91327714554101,-14.9301208413383,2.09930092253332,2.17031325159706,-8.09230711447651,-14.71261353375,2.2021489732666,2.19592162225734,-8.28244119917061,-14.7965849075342,2.34242001485559,2.36322929287793,-8.35307807926079,-14.6204045359198,2.30694793839254,2.35216141156392,-8.45290230933499,-14.7520874567662,2.23897423654411,2.26707886881179
-8.60001633329152,-16.6254103430006,2.03190520554627,1.57870315513762,-8.63516824738884,-16.1451001766973,2.22390816761596,2.2422612438784,-8.19038572104221,-15.0244537554873,2.30131894909457,2.4769190929782,-7.99061118943463,-14.603279519105,2.24695388440688,2.35743440149061,-8.00225931131708,-14.51618732256,2.17029640883136,2.25281570536934,-8.26181267710611,-14.3855298600899,2.18945668694255,2.24478061403053,-8.4769735317538,-14.7140883415806,2.28476700584369,2.28255917279978
-8.02370441645597,-14.1734208054148,2.05015537370853,1.40516271800859,-8.74237377053199,-15.1696406201833,1.93303297451104,2.38599583742426,-8.44506516741652,-14.8506723144428,2.2213032493929,2.21104068642798,-8.21282497057012,-14.6035697953948,2.32564308136085,2.27881927221474,-8.31159499587821,-14.5842932120622,2.26986014334669,2.24058504784744,-8.40583038746214,-14.4747127914714,2.17850283883402,2.32355018025233,-8.27615951052308,-14.635659324173,2.21883882379865,2.3181785003698
-9.07269515021942,-15.9954550896248,1.14899674938096,1.64385222114647,-7.96577351153127,-15.0503455808932,1.91303882878224,2.14250919908792,-8.32757152781127,-14.5831406731719,2.08065537119378,2.41858593428034,-8.22743367165614,-14.4062359259959,2.23659020098208,2.4335733486214,-8.30370528775228,-14.4446627803974,2.21588809788168,2.47949913773472,-8.24684448773947,-14.5993861223617,2.08753478558646,2.2402922087472,-8.44624241549928,-14.8780176357416,2.29655180054997,2.47643693001033
-9.50112487132181,-16.5724704857047,3.00364704214809,1.60041917875574,-9.62250804266157,-16.5022960270117,2.54972958471493,2.26108585175899,-9.3323726579902,-16.0544440869776,2.45223170482453,2.43956796293168,-9.41167082568358,-15.8291312716439,2.59716496127424,2.52469582760521,-9.09867412468484,-15.4427448256887,2.67848200988365,2.44330250916685,-8.57314069886982,-14.7853249717575,2.7404278748084,2.5933752721137,-8.48592145793887,-14.9050731299125,2.67192101243043,2.62001875974518
-6.54958512204682,-14.5641760317843,1.78984104934272,2.33638472143091,-7.61562917814019,-14.8390379372596,2.27668099739931,2.29547518274241,-8.46672412295592,-15.2504973516573,2.88044945358659,2.83117826231734,-8.83620282918849,-15.589129484684,2.84046219741016,2.67273938026347,-8.9152617067712,-15.4666460680464,2.67979377247431,2.50260951219418,-8.92753686836294,-14.9401023518909,2.36034407486992,2.41106211047654,-8.79475777062195,-14.9066645742818,2.34990834438786,2.40997464486556
-7.61153401314352,-14.5572753309356,1.77095155929132,2.66522503554105,-8.19787239854812,-14.5348138480526,2.02419686641726,2.25469282668687,-9.16309357167781,-14.9516150146494,2.23190270831521,2.3824267121693,-9.69537417268141,-15.3272913093485,2.30996408489489,2.43644641916173,-9.44416276789746,-15.3826383288679,2.48265079915522,2.53718427279185,-8.85427704652659,-15.0039669377298,2.56256901064856,2.54017596969298,-8.57785600180038,-14.8389712452046,2.41263610394974,2.41821517818798
-8.19672513670461,-15.505128168033,1.90786505991456,2.56723635687607,-8.49722960489785,-15.9300786097137,2.80367987670331,2.74334586684323,-8.22327959010643,-14.8179152883344,2.49237197115593,2.75290081075228,-8.81175864264583,-14.98444151409,2.60580798137432,2.63886254982863,-8.94619120573014,-15.2120756081344,2.71469356207927,2.61976171084705,-8.65780439247231,-14.8989591144818,2.52731386126361,2.4346875855875,-8.5929962769336,-14.8571832080408,2.40735746299428,2.39017989944388
-8.22597216674352,-15.0277894938463,2.15172861813256,2.15699390392225,-8.67624298954166,-14.9231645958115,2.82406644574236,2.49806033993995,-9.15984018207227,-15.1799753526146,2.65573955909674,2.70054202076326,-9.30975419199515,-15.2616241618883,2.52335587768983,2.64380610060464,-9.26005952815573,-15.3653745996572,2.60246814149339,2.57495173959036,-8.51858677258907,-14.8318228747832,2.61438294540261,2.31828464079796,-8.63804634561506,-14.9189298538552,2.75827318826814,2.60687038983334
-8.06123772982122,-12.6813691477134,1.41306086724791,2.42314186675689,-8.66739857423555,-14.3809465388781,1.89740939713203,2.5157437224364,-8.94658720666807,-14.0925367517968,2.16062455176872,2.22977710552188,-8.63505873712882,-14.1349709646586,2.28988250368707,2.21581084078646,-8.68306442020844,-14.3691733096161,2.36607426386497,2.32960126492869,-8.79242831704926,-14.843191969138,2.5030532091653,2.4403675405895,-8.78313535252461,-15.0070945619718,2.6911761700865,2.59511910787161
-9.72917284710268,-15.5078802219668,1.47381560655654,2.32875543732997,-8.44593352637985,-14.9829553532125,1.91410135680828,2.44162691932809,-8.39704721006512,-14.636151585962,2.02447201376208,2.25940156646902,-8.44254775459021,-14.5448978459815,2.19726500760038,2.1013947789657,-8.71295522205478,-14.5468957047691,2.33739002145846,2.13883783751028,-8.49412978563114,-14.8201515104733,2.45622150503793,2.30406069510703,-8.26973142452629,-14.5007837887906,2.42695508916389,2.4250969488593
-7.05178495552848,-13.858947831606,1.28909756001425,2.093185060184,-7.27746318316527,-14.2964943280923,2.05580572219026,2.35403882007701,-7.57566363225853,-14.522746351281,2.52780812278689,2.71534987689284,-7.56391752125861,-14.4892767215092,2.78209456468802,2.98186571128601,-7.89301581383113,-14.5954133781544,2.56197645807045,2.83510724159268,-7.80866479876616,-14.135808519946,2.548044814691,2.53470818799072,-8.49901039333719,-14.7941209251314,2.61556500818961,2.58349131943525
-9.15135380762443,-14.1414931094574,2.36272616378846,1.45717725008749,-8.35839732204427,-14.207675863131,2.568144927217,2.10420782094655,-8.32610598118558,-14.399462910449,2.72287780713265,2.38938690334559,-8.31254181675218,-14.3812536422106,2.69725916529443,2.39099631211793,-8.41853248011287,-14.5257895067955,2.69470256607223,2.39573394253948,-7.91908295140815,-14.160206494141,2.628363346873,2.55621311477166,-8.41167668361561,-14.7063327181968,2.54259525555103,2.55900198365685
-6.43522142492596,-12.5450418875122,1.41200722961822,2.2241070208718,-7.80888152244967,-14.1496757522749,1.93045793945419,2.27765670938405,-8.28835131464622,-14.6041545449982,2.5108518468467,2.52976573059023,-8.48547036021721,-14.6023239270545,2.81648442572512,2.67518965338536,-8.53864021463208,-14.5333316092246,2.64016710643823,2.60375427554884,-8.22376071247649,-14.3124099460234,2.43643308918768,2.46126189492944,-8.70852350693716,-14.8116068120442,2.35089308277139,2.45655145639264
-9.06607926996165,-13.4371690355021,1.45050328505995,1.32276589748402,-8.12500950312393,-14.6953543715038,2.18016502061288,1.83998905620909,-7.85061982858836,-14.6883275330684,2.31458727366224,2.19277632366488,-8.14738829496791,-14.4744107524868,2.26821672636588,2.3554064223266,-8.28748724871407,-14.4983890731248,2.16232395420927,2.28647424700466,-8.58632210504743,-14.6278230217863,2.27792511316638,2.3185288566695,-8.46205749534584,-14.6837157184097,2.32203215243014,2.41653986031647
-8.23454347310139,-12.7427881975467,2.22808978827729,2.21799634064632,-8.70326323439166,-14.1634212875896,2.18717368643216,2.66757187318703,-8.66098627871582,-14.2270602673494,2.00121768592939,2.3272640784875,-8.22605632730388,-14.2068288706179,2.16383776580107,2.29738431913437,-8.08582543036992,-14.1435689455533,2.18976568005419,2.27350905244845,-8.47590013488881,-14.6608083305202,2.16053113974925,2.25858523014958,-8.44845090130652,-14.6685535105987,2.41714135945367,2.48116035064986
-9.15511350193003,-16.0151783214155,2.80817306829705,1.89517617220781,-8.82552380950755,-16.6619728919262,2.72996248558291,2.33326377529003,-8.72873552549935,-15.7861806653118,2.68518601273157,2.74173815208665,-9.13137933370913,-15.9009645867267,2.74008599599613,2.83515703864526,-9.06859475509022,-15.5863316870325,2.55952864783768,2.72770768792062,-8.69941959999376,-14.8115856082771,2.45009969380826,2.61496112125606,-8.53565899740742,-14.7849792838391,2.37851404626332,2.43545948412705
-6.29405804804501,-14.921063173445,1.98549462156333,1.98285918453814,-7.5669472935247,-14.1696754909015,2.2377132825183,2.34297680012449,-7.28826402805096,-14.009932834922,2.70361264856964,2.27039114798677,-7.60730118989801,-14.0975087353486,2.6716850560373,2.33450943640523,-7.66369493756893,-14.1799573443039,2.48343455268373,2.34744020305716,-8.3631280818052,-14.590053540084,2.72983685504338,2.66182515212031,-8.48113064249154,-14.6967186392104,2.56356616487005,2.55838444007175
-4.60767585708115,-11.4565751010917,1.17380372706627,1.23952561436916,-6.45846307867056,-12.6617929166554,2.96398907542919,2.47918546508601,-7.26450444652063,-13.1998404074701,2.88411851937903,2.52780803308781,-7.54650596906053,-13.8811305537899,2.6194776459924,2.46565246966661,-7.90939936500829,-14.1284321415287,2.69770624785921,2.58620447126598,-8.10147686831451,-14.3440658562547,2.8875757623594,2.91517663038239,-8.5860657601935,-14.8237306562681,2.80658240311601,2.82261350541496
-6.28434806666519,-11.6946279769999,3.23852433149137,2.31166322031092,-7.1613587636568,-13.7920041415661,3.17820224651235,2.77994835278064,-7.63332643693799,-14.017057936249,3.08078052110376,3.05512001995971,-7.44578673239695,-13.8487810524619,2.93045130858216,3.22895013213312,-7.72351378247504,-14.2400097147515,2.75843146391123,2.99801352641784,-8.42877632911581,-14.5761337731146,2.49064971531918,2.64859809025929,-8.72427464298923,-14.9292524865835,2.34466692267495,2.56336962553578
-9.460529492125,-14.4498555080285,1.76545371216498,1.29750831948333,-9.26161245204371,-14.2869103867086,2.08216829306669,1.62169782814209,-9.54926195292001,-14.7884872803903,2.51622333537619,2.12733811765689,-9.28808696886884,-14.7095793611092,2.27305672167893,2.1071079107655,-9.33215125793294,-14.7834127495663,2.25713573814277,2.35043387693429,-8.68974670442623,-14.56547077445,2.25632866864212,2.38921667799494,-8.54879893541524,-14.8469464864545,2.35761966063196,2.42322490293446
-8.00823694131838,-13.1599859166132,1.64589871799559,1.95004386943087,-7.58471768147707,-14.1811758508228,1.75584689417184,1.88707898957224,-7.77057899665594,-13.7761990726052,1.98335307588832,2.19166441417699,-8.15068108677131,-14.0677156810368,2.18453063798767,2.28111726812523,-8.36594432784837,-13.9139765496312,2.26937380741691,2.28882841154522,-8.50644337993707,-14.6831897863809,2.28498665248267,2.46569536310696,-8.55415656290651,-14.7691092769529,2.24676159375053,2.49214082572357
-8.45162049949787,-14.3165760766325,2.52963476009453,2.11465979483695,-7.66037006917202,-14.4707866392182,2.72688941453895,1.92615678044995,-7.90594673043456,-14.8061269227877,2.67403674334203,2.47923909854015,-7.88939582037824,-14.2947252311255,2.56408774608837,2.56688942531399,-8.10712539648467,-14.3305413450117,2.4502679269894,2.46373935656598,-8.3767446659362,-14.4644904264357,2.19189778380217,2.33701273383738,-8.56875408862336,-14.8139215987128,2.22593274281596,2.42824413700696
-7.51557391397895,-15.1891887454753,1.90645152191651,1.2802584263589,-8.61595400888749,-14.4050878021393,2.25333531051007,2.07232615589759,-8.53879273752244,-14.8954875423322,2.21686263574269,2.05467320994234,-8.23669241288372,-14.7640041546965,2.22887221067261,2.15400474567128,-8.12794338120334,-14.6209087633362,2.17031828194661,2.24749231189622,-8.50070735373073,-14.8675382738002,2.29475798389927,2.42912312018483,-8.61970318250958,-14.7818953028356,2.21022578275553,2.40854838632904
-9.8858158564158,-15.9858552043409,1.50887638485876,1.4313445596979,-8.57618558456461,-14.2317212958938,2.0803576913308,2.91315956715976,-8.33197201192434,-14.1594891449967,2.21850074175344,2.81073883616291,-8.43935961225404,-14.2326833868585,2.34464953977337,2.74353720959338,-8.36569577135757,-14.1434365335612,2.33897810239979,2.58215790665409,-8.64870702638364,-14.760021954468,2.32993581105413,2.4447554532151,-8.61690208516102,-14.8442931791813,2.23793773241813,2.37961561128221
-8.07544207641381,-14.7491986821964,1.69639652351592,2.45779980339795,-7.43578478682501,-14.0018949069891,2.15000828241956,2.74933686159345,-8.50617091484048,-14.5797216401866,2.47763160370043,2.58724503309059,-8.51760627982998,-14.411671752046,2.25598710683816,2.64853778823002,-8.7002890732073,-14.5777229140884,2.23483873978588,2.4345119741628,-8.53445933447921,-14.5447873977419,2.22695019756403,2.47093148907917,-8.5780780165925,-14.8507599521698,2.25259986662097,2.32888725707707
-7.60084015293764,-14.4702284083213,2.40694475380867,3.40464916544881,-8.25955865322745,-14.2537569587038,2.33950776187391,2.6102975045159,-8.57627288878506,-14.597999679327,2.41357621958255,2.41817384795465,-8.52646668714757,-14.5745267631266,2.29439141308132,2.38118167829775,-8.46430886521894,-14.6347496556313,2.30403768888041,2.30203600223684,-8.44166796123997,-14.7811295206783,2.43108670697313,2.49116165767686,-8.44273593439535,-14.8010881912528,2.35838525585009,2.33390206176805
-7.7996752392867,-15.0504062562337,1.84641329658189,2.1073198870197,-7.33172518095777,-14.9930355254806,3.20213644571833,3.17637238472935,-7.57576343102534,-15.2580486670474,2.83477006609136,2.86852389081895,-7.9148237286605,-15.2254937686786,2.58173033220922,2.48295325873644,-7.99304906720848,-15.1680248064837,2.49944553639943,2.38930579507065,-8.17053228482388,-14.7641957494067,2.40559675449897,2.39173225157984,-8.48725496808044,-14.7630402409213,2.28823411131559,2.30211634543031
-7.2219302905156,-16.053176391772,1.56404226586675,1.50304535594674,-7.70066292118259,-15.6268376558679,1.88995482378003,1.56851815952473,-7.53219325972947,-15.0102468024735,1.86799843548914,2.35977153978315,-7.82782744283405,-15.0063159257456,2.05024514790564,2.38897104909364,-7.91272531380235,-14.9071062980512,2.04047134923591,2.2237800223683,-8.30475678733133,-14.8984693595418,2.13079378722253,2.20281608222889,-8.43078349101162,-14.9134825334442,2.22282709094983,2.32588921717277
-7.19624573705981,-15.1202541875686,2.07385519602803,1.48817812034824,-7.52020271265956,-15.3869532981576,1.64775793717104,1.58476762748818,-7.87025469104158,-15.3605531583253,1.96015447328621,2.01559860152172,-7.91264141123419,-15.128002228721,1.97992685588012,2.08082232332961,-7.98154850304114,-15.0638231417816,1.94507120003144,2.17214103234482,-8.07328001403347,-14.6886365547392,2.24388996678363,2.2536250870191,-8.47833523592672,-14.949990007327,2.27206593705045,2.36610055916962
-7.37117183958648,-13.5287467209742,1.62082716189582,0.953368115173698,-8.47393955473761,-14.9342301437682,2.3674678258657,2.61983787589321,-8.41564970083952,-15.1227736313306,2.28395842165621,2.54396012281766,-8.28576566610032,-14.8950743491119,2.2723759472887,2.42517236083382,-8.05782224470299,-14.673586515257,2.31720451532358,2.29523139617992,-7.90410852424534,-14.5289472933429,2.3126578205568,2.36200667813471,-8.61146356505845,-15.1208840773727,2.34306306169408,2.43179244329769
