"sp","Exp_Run_1","Exp_Run_2","Exp_Run_3","Exp_Run_4","Pred_Run_1","Pred_Run_2","Pred_Run_3","Pred_Run_4","Exp_MEAN","Pred_MEAN","times.hi.auc","incidence"
"V528",1,1,1,1,NA,NA,NA,NA,1,NA,NA,3
"V53",0.937852246718117,0.929963492603942,0.969275905118602,0.9388784852268,0.659090909090909,0.545454545454545,0.395256916996047,0.800395256916996,0.943992532416865,0.600049407114624,1,4
"V531",1,1,1,1,NA,NA,NA,NA,1,NA,NA,3
"V536",0.978683546608406,0.986021639617145,0.985206228956229,0.982103336738168,0.681818181818181,0.558794466403162,0.596590909090909,NA,0.983003687979987,0.612401185770751,NA,4
"V54",0.975906031775849,0.973525280898876,0.977946127946128,0.978960437710438,0.647186147186147,0.409090909090909,0.586266390614217,0.660110420979986,0.976584469582823,0.575663466967815,0,5
"V546",0.942366751591858,0.92276692526483,0.934328735880956,0.942833427851403,0.638386975343497,0.730808080808081,0.582828282828283,0.517784992784993,0.935573960147262,0.617452082941213,1,6
"V565",0.950617283950617,0.941781106949646,0.940387016229713,0.934852267998336,NA,NA,NA,NA,0.941909418782078,NA,NA,3
"V566",0.976454960296494,0.976337689173799,0.979748335740199,0.977176941832114,0.59018759018759,0.326839826839827,0.4675983436853,0.585350790513834,0.977429481760652,0.492494137806638,0,6
"V568",1,1,1,1,NA,NA,NA,NA,1,NA,NA,3
"V571",0.789968985301237,0.789666841997411,0.795642149448119,0.796229106700646,0.478002645502646,0.603293650793651,0.491898656898657,0.459306675436706,0.792876770861853,0.508125407157915,0,31
"V573",0.991795829442888,0.992478863371063,0.990912761830612,0.992826200247541,0.887205387205387,0.766559382646339,0.907013209902226,0.745021645021645,0.992003413723026,0.826449906193899,4,9
"V58",0.99130253849355,0.987037037037037,0.994444444444444,0.988826466916354,NA,NA,NA,NA,0.990402621722847,NA,NA,3
"V59",0.786708167662869,0.775738150361761,0.77261158410616,0.772598267502175,0.485746753246753,0.53943167943168,0.596020821283979,0.560664335664336,0.776914042408241,0.545465897406687,0,66
"V590",1,1,1,1,0.800865800865801,0.682720057720058,0.787408243929983,0.556818181818182,1,0.706953071083506,2,5
"V591",0.913080949948927,0.92988011328577,0.919999680796732,0.932606329340153,0.261363636363637,0.30050505050505,0.0780632411067193,0.273088023088023,0.923891768342896,0.228254987765857,0,5
"V599",0.992346810612896,0.992790712565538,0.994391354660495,0.995426483878769,0.809235209235209,0.890656565656566,0.774811782420478,0.896732954545455,0.993738840429425,0.842859127964427,4,7
"V60",0.932436026168356,0.930686555746797,0.924537966948297,0.931678667419771,0.600516917293233,0.497431457431457,0.642113095238095,0.490521758942811,0.929834804070805,0.557645807226399,0,11
"V617",0.998765432098765,0.993827160493827,1,0.997503121098627,NA,NA,NA,NA,0.997523928422805,NA,NA,3
"V618",0.991060606060606,0.991573033707865,0.995044369254341,0.989657814096016,0.5,0.159090909090909,0.136363636363636,NA,0.991833955779707,0.265151515151515,NA,4
"V620",0.901663203810357,0.886037231057279,0.913035975437663,0.915896730358675,0.596320346320346,0.475649350649351,0.477020202020202,0.546430924148315,0.904158285165993,0.523855205784554,0,7
"V625",0.826512309280836,0.84656537033418,0.837561928273047,0.836515201886446,0.265151515151515,0.249003623188406,0.275162337662338,0.201293054771315,0.836788702443627,0.247652632693393,0,8
"V626",0.798806890614204,0.80542191415652,0.80556921894606,0.796600529100529,0.472956455309396,0.436975772765246,0.401111111111111,0.405228758169935,0.801599638204328,0.429068024338922,0,15
"V627",0.915046278358948,0.915380343536097,0.91044055432277,0.918269756847827,0.259604978354979,0.19872325741891,0.2909843779409,0.308573310747224,0.914784233266411,0.264471481115503,0,6
"V630",0.932970401691332,0.936104495626315,0.928459413023307,0.931441494047985,0.632727272727273,0.589413875598086,0.662137681159421,0.64611801242236,0.932243951097235,0.632599210476785,0,8
"V636",0.969673325010404,0.977059925093633,0.97478152309613,0.970021847690387,0.772727272727272,0.532608695652174,0.590909090909091,0.977272727272728,0.972884155222638,0.718379446640316,2,4
"V637",0.992291879468846,0.993428243105209,0.981692096527068,0.984020684371808,0.372706098249577,0.412478825522304,0.9100790513834,0.613636363636364,0.987858225868233,0.577225084697911,1,5
"V639",0.755133732592668,0.765389191136834,0.769757878082687,0.757891252903501,0.471253132832081,0.546695906432749,0.492400114505378,0.477033358798065,0.762043013678922,0.496845628142068,0,29
"V64",0.902429335370512,0.903477058291908,0.910645571781238,0.901875153340317,0.684928229665072,0.612099567099567,0.641515151515152,0.581601731601731,0.904606779695994,0.63003616997038,0,9
"V640",1,1,1,1,0.636363636363636,0.802371541501976,0.681818181818181,0.795454545454545,1,0.729001976284585,2,4
"V641",0.970120682480233,0.976446109030379,0.97283950617284,0.960355111665973,NA,NA,NA,NA,0.969940352337356,NA,NA,3
"V642",0.998636363636364,0.998850574712644,0.997637651211847,0.999540229885057,0.891534391534392,0.821789321789322,1,0.76780303030303,0.998666204861478,0.870281685906686,4,6
"V643",0.772814023926901,0.79858395673267,0.823755136484031,0.790589120492576,0.397677404295051,0.32921978860194,0.157986111111111,0.367503607503607,0.796435559409044,0.313096727877927,0,14
"V644",0.993827160493827,0.998765432098765,0.995061728395062,0.996296296296296,NA,NA,NA,NA,0.995987654320988,NA,NA,3
"V646",0.848661165784293,0.857043662059871,0.846764936501223,0.841841902953014,0.527172096908939,0.470688083845979,0.639043062200957,0.562693947144075,0.8485779168246,0.549899297524987,0,15
"V649",0.966479400749064,0.975925925925926,0.974004716326814,0.95715771951727,NA,NA,NA,NA,0.968391940629768,NA,NA,3
"V668",0.968518518518519,0.953703703703704,0.951643778610071,0.955555555555555,NA,NA,NA,NA,0.957355389096962,NA,NA,3
"V680",0.776053805376722,0.788291198499843,0.792491054334191,0.781134279392986,0.536310473152578,0.577404295051354,0.508767507002801,0.571183473389356,0.784492584400935,0.548416437149022,0,33
"V683",0.999090909090909,0.997165474974464,0.996496424923391,0.994768258426966,0.426046176046176,0.622564935064935,0.475861095426312,0.847826086956522,0.996880266853933,0.593074573373486,1,5
"V687",0.884007916241062,0.883490523209624,0.858779685903984,0.849550987402111,0.262055335968379,0.277715038584604,0.241106719367589,0.431818181818182,0.868957278189195,0.303173818934689,0,5
"V69",0.902760604374528,0.908953793862022,0.905934838719649,0.906753982531083,0.748320802005013,0.582236842105263,0.726666666666667,0.783855661881978,0.90610080487182,0.71026999316473,3,18
"V695",1,1,0.998148148148148,1,NA,NA,NA,NA,0.999537037037037,NA,NA,3
"V696",0.958938919496257,0.958698995916318,0.954519711227045,0.951302853358754,0.429112554112554,0.290764790764791,0.365586297760211,0.47968897044984,0.955865119999593,0.391288153271849,0,7
"V699",0.999431818181818,0.996488764044944,0.997041245791246,0.999545454545455,0.772727272727272,0.545454545454546,0.744824016563147,0.691817240730284,0.998126820640866,0.688705768868812,2,5
"V709",0.950478568456096,0.936704119850187,0.932958801498127,0.930559023442919,NA,NA,NA,NA,0.937675128311832,NA,NA,3
"V71",0.994402829796088,0.993827160493827,0.996268553197392,0.991358024691358,NA,NA,NA,NA,0.993964142044666,NA,NA,3
"V715",0.942059925093633,0.934389305035372,0.944689970869746,0.90759467332501,0.199110671936759,0.100296442687747,0.100543478260869,0.0222332015810277,0.93218346858094,0.105545948616601,0,4
"V716",0.923594276094276,0.917367376953051,0.920024968789014,0.927195172700791,0.460227272727273,0.352272727272728,0.579298418972332,0.434782608695652,0.922045448634283,0.456645256916996,0,4
"V717",0.996296296296296,0.994444444444444,0.99625468164794,0.99130253849355,NA,NA,NA,NA,0.994574490220558,NA,NA,3
"V719",1,1,1,1,1,0.227272727272727,0.977272727272728,0.978260869565218,1,0.795701581027668,3,4
"V72",0.949415163280665,0.936205577368368,0.930191570881226,0.939570890006995,0.375854037267081,0.699534161490683,0.637012987012987,0.61038961038961,0.938845800384314,0.58069769904009,0,7
"V722",0.959092800665835,0.975308641975309,0.959009571369122,0.968310445276737,NA,NA,NA,NA,0.965430364821751,NA,NA,3
"V724",0.981756138160633,0.978547648772368,0.970326982370522,0.973327729542617,0.527173913043478,0.522727272727272,0.363636363636364,0.295454545454546,0.975989624711535,0.427248023715415,0,4
"V725",1,1,1,1,NA,NA,NA,NA,1,NA,NA,3
"V726",0.980579673135853,0.975798008171603,0.984705387205387,0.971352171136654,0.397727272727273,0.454545454545454,0.387210615471485,0.0714285714285714,0.978108809912374,0.327727978543196,0,5
"V731",0.997893258426966,1,0.99812734082397,0.998595505617977,0.363636363636363,0.704545454545454,0.704545454545454,0.5,0.998654026217228,0.568181818181818,2,4
"V733",0.996519975031211,0.996296296296296,0.998587525536262,0.997012068248023,0.909090909090909,0.784090909090909,0.772727272727272,0.899703557312253,0.997103966277948,0.841403162055336,4,4
"V74",0.964869528619529,0.956695607763023,0.964958170103462,0.97266835016835,0.492753623188406,0.375,0.4375,0.273464458247067,0.964797914163591,0.394679520358868,0,5
"V741",0.948595505617978,0.958307324178111,0.947138520031779,0.951693964457307,0.279644268774703,0.375,0.170454545454545,0.431818181818182,0.951433828571294,0.314229249011858,0,4
"V752",0.930526399211017,0.942731117842509,0.958666250520183,0.945029417251424,0.386363636363636,0.352272727272728,0.414502164502164,0.541125541125541,0.944238296206283,0.423566017316017,0,5
"V754",1,1,1,0.998765432098765,NA,NA,NA,NA,0.999691358024691,NA,NA,3
"V762",0.937822235209848,0.941076003340025,0.938833941975128,0.933329713908035,0.590313852813853,0.517201910408432,0.614746847355543,0.568624459699975,0.937765473608259,0.572721767569451,0,8
"V764",0.841461613069,0.834922173003568,0.820813188664333,0.845475751397661,0.352900432900433,0.335454545454545,0.454625199362041,0.257711038961039,0.83566818153364,0.350172804169515,0,10
"V766",0.981954451144507,0.981768851303735,0.98780162143835,0.978898435610545,0.796717171717172,0.585930405724456,0.671550912855261,0.693181818181818,0.982605839874284,0.686845077119677,1,7
"V77",0.989202712991337,0.993445692883895,0.984944245829077,0.99250936329588,0.931818181818182,0.167490118577076,NA,0.50691699604743,0.990025503750047,0.535408432147563,NA,4
"V771",0.997530864197531,0.994444444444444,0.992550977944237,0.996296296296296,NA,NA,NA,NA,0.995205645720627,NA,NA,3
"V776",0.988888888888889,0.985122763212651,0.979525593008739,0.983250104036621,NA,NA,NA,NA,0.984196837286725,NA,NA,3
"V791",1,1,1,1,NA,NA,NA,NA,1,NA,NA,3
"V802",0.987016229712859,0.99250936329588,0.981384380635317,0.97962962962963,NA,NA,NA,NA,0.985134900818421,NA,NA,3
"V804",0.9749531835206,0.981070536828964,0.974461090303787,0.981525165039912,0.58695652173913,0.618577075098814,0.682806324110672,0.5,0.978002493923316,0.597084980237154,0,4
"V805",0.985185185185185,0.990740740740741,0.987640449438202,0.992592592592592,NA,NA,NA,NA,0.98903974198918,NA,NA,3
"V812",0.877777777777778,0.881481481481482,0.87283950617284,0.903703703703704,NA,NA,NA,NA,0.883950617283951,NA,NA,3
"V818",0.981273408239701,0.974485018726592,0.976472118185601,0.963014981273409,0.526679841897233,0.12302371541502,0.639328063241106,0.826086956521739,0.973811381606326,0.528779644268775,1,4
"V82",0.918213344430573,0.893827160493827,0.916666666666667,0.91358024691358,NA,NA,NA,NA,0.910571854626162,NA,NA,3
"V835",0.90169623059867,0.905402420971363,0.901543822654833,0.901506968444801,0.602392344497608,0.73375104427736,0.653759230965113,0.750541125541126,0.902537360667417,0.685110936320302,2,12
"V84",0.973163753641281,0.970505617977528,0.966703079483978,0.97936329588015,0.694664031620553,0.956521739130435,0.613636363636364,0.45899209486166,0.972433936745734,0.680953557312253,1,4
"V85",0.922893778610071,0.920703524004086,0.91236380660538,0.91659461723003,0.350931677018633,0.253754940711462,0.261363636363636,0.377344877344877,0.918138931612392,0.310848782859652,0,5
"V852",0.96649896258958,0.968589376408141,0.958714970763888,0.970810510882684,0.795454545454546,0.609713203463203,0.575882269904009,0.611217767739507,0.966153455161073,0.648066946640316,1,7
"V854",0.903805323251995,0.908996806323803,0.903200859552102,0.909854507961966,0.555844155844156,0.60814393939394,0.575865800865801,0.507936507936508,0.906464374272467,0.561947601010101,0,8
"V856",0.89446907079317,0.909085819434657,0.910662181677292,0.896668740876412,0.314935064935065,0.200757575757576,0.372953133822699,0.368059476755129,0.902721453195383,0.314176312817617,0,6
"V857",0.994189554723263,0.997445900957137,0.996488764044944,0.9958177278402,0.647727272727273,0.59090909090909,0.280632411067193,0.804347826086957,0.995985486891386,0.580904150197628,1,4
"V858",0.94778981292324,0.925795880149813,0.935171885048992,0.965214315439035,0.386363636363636,0.91304347826087,0.659090909090909,0.382905138339921,0.94349297339027,0.585350790513834,1,4
"V860",0.950420071501532,0.94780303030303,0.954397676885085,0.95,0.717920666290232,0.721014492753623,0.557720057720058,0.547619047619048,0.950655194672412,0.63606856609574,2,5
"V863",0.911303735024665,0.89497364900615,0.922287147080584,0.915488893912404,0.558030303030303,0.644930359495577,0.433042834358624,0.371442687747036,0.911013356255951,0.501861546157885,0,8
"V869",0.996296296296296,0.997530864197531,0.995061728395062,0.992592592592593,NA,NA,NA,NA,0.99537037037037,NA,NA,3
"V87",0.951447811447811,0.953209115564792,0.951438453081858,0.948810514090929,0.664179841897233,0.494107744107744,0.445959595959596,0.567640692640693,0.951226473546347,0.542971968651316,0,6
"V872",0.932119429734457,0.944697352692807,0.951098208219498,0.938988990945215,0.772619047619048,0.666925837320574,0.613975155279503,0.573520923520923,0.941725995397994,0.656760240935012,1,10
"V874",0.928501683501684,0.935662985188968,0.941667168912423,0.94119277985851,0.301948051948052,0.66106719367589,0.512445887445887,0.534361471861472,0.936756154365396,0.502455651232825,0,5
"V877",0.955436308063197,0.960330268981954,0.950106776143196,0.956905962717058,0.683982683982684,0.676136363636364,0.685425685425685,0.353754940711463,0.955694828976351,0.599824918439049,0,5
"V880",1,1,1,0.998751560549313,NA,NA,NA,NA,0.999687890137328,NA,NA,3
"V885",0.992592592592592,0.996296296296296,0.983333333333334,0.99074074074074,NA,NA,NA,NA,0.990740740740741,NA,NA,3
"V888",0.823520935092707,0.815231898547857,0.845161794471103,0.829459498004408,0.397186147186147,0.364177489177489,0.348381328816112,0.359415584415585,0.828343531529019,0.367290137398833,0,7
"V89",0.982952890326486,0.961493445692884,0.972258635039534,0.980303739643627,0.386363636363636,NA,0.511363636363636,0.568181818181818,0.974252177675633,0.488636363636363,NA,4
"V894",0.994402829796088,0.995061728395062,0.994423637120266,0.996275488972118,NA,NA,NA,NA,0.995040921070883,NA,NA,3
"V90",0.995555555555556,0.985955056179775,0.990583503575077,0.99207240948814,0.606719367588933,NA,NA,0.804347826086957,0.991041631199637,0.705533596837945,NA,4
"V92",0.960721414063142,0.972937946884576,0.956441521961185,0.976605966679582,0.181818181818182,0.28102766798419,0.652173913043478,0.323863636363636,0.966676712397121,0.359720849802372,0,5
"V930",0.891143882646692,0.940955387205387,0.934909488139825,0.917483354140658,0.5,0.346590909090909,0.215909090909091,0.227272727272727,0.921123028033141,0.322443181818182,0,4
"V934",0.913515641540489,0.917025773153421,0.92667403823331,0.920441571442798,0.581144684834616,0.646158008658009,0.573138528138528,0.673755411255411,0.919414256092504,0.618549158221641,0,9
"V936",0.988861145789985,0.990740740740741,0.986995422388681,0.992592592592592,NA,NA,NA,NA,0.989797475378,NA,NA,3
"V938",0.754467338507545,0.776865902892679,0.776292835225192,0.769229428252579,0.266951469583048,0.263969013442698,0.265237500866791,0.34463441211725,0.769213876219499,0.285198099002447,0,12
"V943",0.883203482520752,0.900593446497973,0.877482093227024,0.885911225358599,0.595238095238095,0.569900687547746,0.577229437229437,0.447249183564973,0.886797561901087,0.547404350895063,0,12
"V944",0.992677477017365,0.991187436159346,0.994866624399751,0.994886363636364,0.931818181818182,0.85055524185959,0.664141414141414,0.397727272727273,0.993404475303206,0.711060527636615,2,5
"V945",0.991358024691358,0.988861145789985,0.998148148148148,0.988888888888889,NA,NA,NA,NA,0.991814051879595,NA,NA,3
"V947",1,1,1,1,NA,NA,NA,NA,1,NA,NA,3
"V951",1,1,1,1,NA,NA,NA,NA,1,NA,NA,3
"V953",0.851075836790563,0.851286208582271,0.853634513634513,0.845378652684148,0.565714285714286,0.645639097744361,0.58788961038961,0.604444444444445,0.850343802922874,0.600921859573175,0,16
"V955",0.895090560780216,0.885044439989308,0.906861009957621,0.899365722184172,0.545670995670996,0.431547619047619,0.243939393939394,0.453705533596838,0.896590433227829,0.418715885563712,0,7
"V960",0.916996103702931,0.91555762894451,0.911810412813123,0.910589111805685,0.704019138755981,0.764944178628389,0.741854636591479,0.763452380952381,0.913738314316562,0.743567583732058,4,13
"V964",1,1,1,1,NA,NA,NA,NA,1,NA,NA,3
"V979",0.99442760942761,0.996256384065373,0.993234593122233,0.99276557711951,0.59766139657444,0.508658008658009,0.649350649350649,0.828863165819687,0.994171040933681,0.646133305100696,1,5
"V980",0.983910736579276,0.980778193924261,0.982197253433209,0.982729920932168,0.759881422924902,0.666254940711463,0.639328063241107,0.596837944664032,0.982404026217228,0.665575592885376,1,4
"V988",0.970259397974754,0.975267027326952,0.972742405326675,0.973886808156472,NA,NA,NA,NA,0.973038909696213,NA,NA,3
"V989",0.987921348314607,0.986350395339159,0.990123456790123,0.991330281592454,NA,NA,NA,NA,0.988931370509086,NA,NA,3
"V993",0.784881643624113,0.782936498680967,0.793347902205747,0.795994162350291,0.670168888129415,0.547712487741092,0.470516145436054,0.411948521035208,0.78929005171528,0.525086510585442,0,17
