,lon,lat,Penetratable_Canopy_Cover,height_m,Plant_Area_Index,Height_Diversity,Foliage_Clumping,Gap_probability,canopy_cover_pct,Colour
508,-10.79707768,7.784046337,0.848132253,4.26,0.072649464,1.320067525,1,0.964267552,0.035671812,red
509,-10.79676412,7.784465326,0.916459441,22.96,0.498637259,2.949005842,1,0.779001534,0.220623598,red
510,-10.79646928,7.784883253,0.836649239,3.96,0.151555836,1.383145213,1,0.926902711,0.072973303,red
511,-10.79615394,7.785302271,0.988409579,25.65,4.246401787,3.127820015,1,0.119217165,0.879288852,red
512,-10.79585762,7.785720217,0.986803472,15.85,3.16259408,2.49314189,1,0.205156147,0.793495595,red
513,-10.79553939,7.786139339,0.975240469,42,4.377580166,3.270647764,1,0.111636296,0.886856854,red
514,-10.79524537,7.786557113,0.955539584,26.62,3.4308424,3.166073799,1,0.179364383,0.81924367,red
515,-10.79494396,7.786975273,0.90926528,22.03,1.274890065,3.022930861,1,0.528069139,0.471130371,red
516,-10.79464561,7.787393254,0.895831168,13.09,1.183941007,2.425873518,1,0.552679896,0.446561366,red
517,-10.79434132,7.787811549,0.977447867,20.68,4.447836399,2.664504528,1,0.107776381,0.890710235,red
518,-10.79403895,7.788229732,0.937832296,9.68,1.505974531,2.147681713,1,0.470355421,0.528746188,red
519,-10.79373379,7.788648067,0.948830664,11.14,2.639068365,2.229450464,1,0.266661227,0.732094884,red
520,-10.793124,7.789484715,0.972180724,14.06,3.262975931,2.545222998,1,0.195096701,0.803538024,red
521,-10.79281871,7.789903072,0.915564001,8.93,0.850805819,2.080001354,1,0.65303427,0.346377224,red
522,-10.79251763,7.790321211,0.896411002,8.48,1.199017406,2.073640585,1,0.548522294,0.450711906,red
523,-10.79221426,7.790739493,0.890508294,8.67,0.403931856,2.096879959,1,0.816842437,0.182846919,red
524,-10.79191393,7.791157629,0.917296767,4.15,0.0827507,1.562427759,1,0.959401488,0.040529661,red
525,-10.79161143,7.791575907,0.823808491,3.35,0.022654433,1.575175643,1,0.988717675,0.011263197,red
526,-10.79129631,7.791994907,0.959432781,26.67,3.286575079,3.209875584,1,0.192804307,0.805826545,red
527,-10.7910052,7.792412621,0.930107772,6.42,0.30589512,1.814326882,1,0.85795176,0.141807333,red
528,-10.79069073,7.792831647,0.850287676,28.95,1.350626826,3.313370466,1,0.508413196,0.490752995,red
529,-10.79039002,7.793249948,0.972185016,16.04,4.399881363,2.610519171,1,0.110396326,0.888094783,red
530,-10.79007618,7.793668996,0.984016418,17.95,3.376146555,2.772707462,1,0.184345916,0.814270616,red
531,-10.78977441,7.794087406,0.833880067,5.23,0.271456599,1.602414012,1,0.872878492,0.126905888,red
532,-10.78946994,7.794505987,0.938101888,9.82,0.696607411,2.189858437,1,0.705466866,0.294033587,red
533,-10.78916813,7.794924441,0.925737739,9.52,1.392434835,2.157134533,1,0.497877955,0.501270413,red
534,-10.78886214,7.795343141,0.962055922,18.1,3.124916077,2.77012229,1,0.209064469,0.789593995,red
535,-10.7885515,7.795762111,0.962411523,15.26,2.164417028,2.540628433,1,0.338223904,0.660653651,red
536,-10.78825201,7.796180482,0.952445447,16.82,2.524639606,2.65132761,1,0.282390505,0.716392398,red
537,-10.78794223,7.796599426,0.948871851,15.6,1.373412251,2.633721352,1,0.502644122,0.496512294,red
538,-10.78762992,7.797018518,0.964402199,18.36,3.154602051,2.777719975,1,0.205979064,0.792674243,red
539,-10.78732579,7.797437165,0.974258959,21.54,2.838727713,2.967544556,1,0.241285294,0.757427871,red
540,-10.78702973,7.797855372,0.977798223,25.51,4.537694931,3.117484331,1,0.103033409,0.895445287,red
541,-10.78673992,7.798273236,0.959335268,18.03,3.183272362,2.71428442,1,0.203042448,0.795605838,red
542,-10.7864439,7.798691437,0.89764601,7.59,0.321922719,2.032439709,1,0.85109216,0.148655251,red
543,-10.78612598,7.799110836,0.964983881,19.29,2.899614573,2.860399485,1,0.234038323,0.764662564,red
544,-10.78582055,7.799529543,0.975429595,12.48,2.242638111,2.343587637,1,0.325229526,0.673626065,red
545,-10.78552134,7.799947898,0.976123631,16.19,4.126490593,2.611839294,1,0.126596481,0.871922195,red
546,-10.78521887,7.800366421,0.939576685,18.13,4.090869427,2.748847246,1,0.12887533,0.869647205,red
547,-10.78491521,7.800784994,0.987389028,21.92,4.517747879,2.903680086,1,0.104067914,0.894412577,red
548,-10.78461326,7.801203456,0.968826652,16.37,3.634795427,2.695797443,1,0.161947146,0.836631536,red
549,-10.78432164,7.801621332,0.956964016,11.81,2.94137764,2.233506918,1,0.229193792,0.769498944,red
550,-10.83909925,7.716134524,0.939856112,33.56,2.689045668,3.169651985,1,0.260104388,0.738714695,red
551,-10.8387974,7.716554938,0.986580312,33.22,-9999,-9999,1,-9999,-9999,black
552,-10.83848813,7.716975804,0.969896436,24.28,4.033240318,3.112858772,1,0.132676154,0.865939498,red
553,-10.83818434,7.717396325,0.954485238,40.74,-9999,-9999,1,-9999,-9999,black
554,-10.83788364,7.717816648,0.964928985,35.38,3.913786173,3.265349388,1,0.140855402,0.857773304,red
555,-10.83758044,7.718237116,0.969755948,17.77,3.377194643,2.612424612,1,0.184280396,0.81441766,red
556,-10.83728081,7.718657355,0.96170938,31.35,3.222519398,2.834519386,1,0.199122414,0.79959929,red
557,-10.83697563,7.719077925,0.989551842,38.72,-9999,-9999,1,-9999,-9999,black
558,-10.83667506,7.7194982,0.956365228,31.27,2.760304689,3.241938829,1,0.250985861,0.747818649,red
559,-10.83637205,7.719918612,0.975508034,41.79,2.687737465,3.107251883,1,0.260274857,0.738544464,red
560,-10.83607317,7.720338755,0.962620616,28.46,4.73236227,3.226838589,1,0.093484096,0.905069053,red
561,-10.83577212,7.720759016,0.956382453,29.65,4.351272583,3.263177872,1,0.113141693,0.885442793,red
562,-10.83546903,7.721179388,0.989373267,26.62,4.429366112,3.230842829,1,0.108802222,0.889775336,red
563,-10.83517032,7.721599472,0.936012447,22.44,2.144001245,3.071130037,1,0.341736794,0.657212555,red
564,-10.83486029,7.722020234,0.967327595,25.73,5.499349117,3.070619345,1,0.063668191,0.934837341,red
565,-10.8345572,7.722440548,0.956056714,36.36,4.910484314,3.111155272,1,0.085506141,0.91303426,red
566,-10.83425553,7.722860754,0.973594606,32.27,4.787589073,3.099774361,1,0.090933986,0.907615066,red
567,-10.83395474,7.723280881,0.991247475,27.61,5.167721748,3.197849274,1,0.07517086,0.923353016,red
568,-10.8336489,7.723701296,0.939311683,32.77,3.200436592,3.171667576,1,0.201336727,0.797388554,red
569,-10.83335126,7.72412118,0.973973215,28.23,4.176684856,3.210811377,1,0.123479404,0.875121593,red
570,-10.83304088,7.72454182,0.976675868,20.79,3.445937157,2.933395386,1,0.178044304,0.820643842,red
571,-10.83274363,7.724961625,0.965470135,28.31,3.741144419,3.185911894,1,0.153575569,0.845073462,red
572,-10.83243901,7.725381829,0.965058386,12,1.918176413,2.392463207,1,0.382655025,0.616359651,red
573,-10.83213837,7.725801684,0.950108588,16.87,3.403260946,2.647555113,1,0.181890443,0.816803813,red
574,-10.83183673,7.726221568,0.963353693,15.93,2.584624052,2.575416327,1,0.274068296,0.724773049,red
575,-10.83152896,7.726641796,0.956404269,28.23,2.985227823,3.204233646,1,0.224248618,0.774513245,red
576,-10.83122487,7.727061761,0.962867022,22.67,4.748410702,2.967533827,1,0.092735797,0.905816197,red
577,-10.83091747,7.727481894,0.989469707,43.06,4.027806759,3.302325726,1,0.133037701,0.865578592,red
578,-10.83061616,7.727901615,0.969615698,30.94,3.404531002,3.308810949,1,0.181774795,0.816919327,red
579,-10.83031219,7.72832146,0.958046436,39.38,4.279216766,3.316966295,1,0.117299035,0.881292164,red
580,-10.83000417,7.728741514,0.990273476,44.36,4.669549465,3.250400782,1,0.09647157,0.902086377,red
581,-10.82970214,7.729161157,0.981085181,22.52,1.968816519,3.070987463,1,0.373072743,0.625926673,red
582,-10.82939743,7.729580922,0.985874474,29.59,2.978337765,3.294584751,1,0.225023732,0.773739398,red
583,-10.82909573,7.730000457,0.98334384,29.1,2.770014524,3.208130836,1,0.249768391,0.749034226,red
584,-10.82878912,7.730420248,0.975906312,21.46,3.167490959,3.033787489,1,0.204686224,0.794044495,red
585,-10.82848896,7.730839598,0.95337534,12.78,2.21206522,2.358239174,1,0.330284595,0.668646574,red
586,-10.82818067,7.731259404,0.9744941,16.94,3.822509766,2.7188344,1,0.147443518,0.851195812,red
587,-10.82788198,7.73167858,0.965042591,23.48,3.677183628,3.04843092,1,0.158574477,0.840082645,red
588,-10.82757666,7.732098127,0.969098806,22.81,2.805722713,2.826767445,1,0.245341569,0.75345403,red
589,-10.82727134,7.732517639,0.976886868,23.89,4.285190582,2.873872757,1,0.116948649,0.881642044,red
590,-10.82697044,7.732936848,0.972470582,25.62,3.940485239,3.177347898,1,0.138984621,0.859641254,red
591,-10.82667404,7.733355752,0.966326416,24.69,4.045701027,3.122310877,1,0.131850839,0.866763651,red
592,-10.8263707,7.733775057,0.958833814,30.04,4.557274342,3.251837015,1,0.102051325,0.896515608,red
593,-10.8260649,7.734194489,0.876260817,16.42,0.548891425,2.766173601,1,0.759659946,0.239956498,red
594,-10.82576258,7.734613689,0.965202093,21.7,4.984771252,2.997177601,1,0.082383551,0.916152,red
595,-10.82546087,7.735032833,0.963884175,29.37,4.905071259,3.246534586,1,0.085738279,0.912802637,red
596,-10.82515571,7.735452174,0.94112134,35.72,-9999,-9999,1,-9999,-9999,black
597,-10.82485215,7.735871407,0.985353112,37.56,6.544363022,3.349927187,1,0.037725765,0.96073854,red
598,-10.82454818,7.736290656,0.976515412,18.47,2.539610624,2.727704525,1,0.28031677,0.718534708,red
599,-10.82424539,7.736709826,0.941660702,26.37,2.78279686,3.141747713,1,0.248174667,0.750625551,red
600,-10.82393976,7.737129168,0.965559542,26.86,3.418337345,3.203009844,1,0.180522367,0.818169892,red
601,-10.82363287,7.737548588,0.988706768,31.54,4.383255005,3.244422436,1,0.111344032,0.887237847,red
602,-10.8233378,7.737967283,0.960865378,22.18,4.205014229,3.029666424,1,0.121739984,0.876858473,red
603,-10.82304124,7.738386076,0.95059967,16.9,2.228910685,2.666215658,1,0.327509999,0.671416819,red
604,-10.82273921,7.738805212,0.944001138,19.34,3.909928799,2.838184357,1,0.141127825,0.857501566,red
605,-10.8224384,7.739224287,0.981504023,17.87,4.195129395,2.54311657,1,0.122344136,0.876255274,red
606,-10.82213935,7.739643266,0.861640036,4.51,0.120941438,1.591563582,1,0.941230357,0.058675863,red
607,-10.82183485,7.740062598,0.859384179,3.31,0.032074049,1.233468652,1,0.984065652,0.015908912,red
608,-10.82153224,7.740481834,0.837434351,3.4,0.08193557,1.26621139,1,0.959797204,0.040138643,red
609,-10.82123065,7.740901029,0.92109561,3.8,0.029669335,1.50945127,1,0.985251486,0.014725002,red
610,-10.82092895,7.741320251,0.868441403,4.11,0.013412694,1.400853753,1,0.993305445,0.006683873,red
611,-10.82062315,7.741739749,0.943888962,12.75,1.648915768,2.496655703,1,0.437895209,0.561207831,red
612,-10.82031027,7.742159703,0.965846956,29.78,2.897826433,3.32184124,1,0.234282166,0.764495909,red
613,-10.82001076,7.742578856,0.946224988,23.94,2.072603703,2.948669195,1,0.354177117,0.644792318,red
614,-10.81971662,7.742997699,0.982206345,6.21,0.088566221,1.976217031,1,0.956615388,0.043315407,red
615,-10.81941413,7.743417076,0.969563603,5.23,0.23713775,1.68879199,1,0.888022363,0.111798972,red
616,-10.81910875,7.743836651,0.8333323,5.19,0.138354331,1.70435667,1,0.933058202,0.066835001,red
617,-10.81880404,7.744256204,0.822516024,6.94,0.477964669,1.886282682,1,0.787128091,0.212532237,red
618,-10.81849793,7.744675864,0.894074082,5.19,0.162409633,1.683360577,1,0.921885192,0.077990174,red
619,-10.81819414,7.745095399,0.947559774,6.65,0.622813225,1.774009585,1,0.732051551,0.267520845,red
620,-10.81789415,7.745514719,0.937093019,5.15,0.309346884,1.620603204,1,0.856483161,0.143287852,red
621,-10.81758555,7.745934589,0.955831051,17.2,2.110788822,2.715363026,1,0.347468525,0.651490211,red
622,-10.81728692,7.746353862,0.907532513,16.56,3.86798501,2.709853172,1,0.144123673,0.854510605,red
623,-10.81697184,7.746774166,0.971602082,26.81,3.842813969,3.227154493,1,0.145951957,0.852685273,red
624,-10.81666775,7.747193811,0.957454324,22.81,4.589102268,3.024960756,1,0.100437619,0.89812696,red
625,-10.8163646,7.747613415,0.961235821,19.86,3.52730608,2.94836998,1,0.170935035,0.82774204,red
626,-10.81606416,7.74803287,0.962853968,36.25,4.053762913,3.194626808,1,0.131319642,0.867294252,red
627,-10.81576094,7.748452512,0.873956859,35.13,3.457570791,3.3594625,1,0.177010119,0.821676672,red
628,-10.81546529,7.748871706,0.958463132,18.95,4.402059555,2.756977797,1,0.110300422,0.888279915,red
629,-10.81516174,7.749291401,0.966024101,15.63,1.061684251,2.613066196,1,0.587610781,0.411731213,red
630,-10.81485795,7.749711126,0.960884392,15.03,2.471662045,2.613675356,1,0.29001981,0.708847344,red
631,-10.81455704,7.75013069,0.97778827,16.87,3.975969076,2.650752544,1,0.136536732,0.862085521,red
632,-10.81425009,7.75055064,0.956959426,25.25,1.988717318,2.721652508,1,0.369373173,0.629620612,red
633,-10.81395176,7.750970074,0.965491533,17.69,3.233608007,2.773673534,1,0.198019877,0.800700486,red
634,-10.8136445,7.751390072,0.961234391,24.09,2.950513363,3.129337072,1,0.228181392,0.770587087,red
635,-10.81333576,7.751810171,0.989800215,23.94,2.676647186,2.992611885,1,0.261724621,0.737097383,red
636,-10.81303679,7.75222968,0.942883015,4.03,0.075226247,1.569936395,1,0.963027596,0.036913436,red
637,-10.81273627,7.752649292,0.846223712,4.55,0.069273673,1.606061339,1,0.965902686,0.034042913,red
638,-10.81243594,7.7530689,0.872662723,4.03,0.060472682,1.440135121,1,0.970169306,0.029783079,red
639,-10.81213366,7.753488632,0.955276608,6.32,0.193341509,1.892474532,1,0.907714605,0.092138126,red
640,-10.8118291,7.753908508,0.831056058,3.84,0.035735138,1.592963696,1,0.982263088,0.017708639,red
641,-10.81151695,7.754328852,0.940438688,18.29,1.67092824,2.828334093,1,0.433094531,0.566000938,red
642,-10.81121834,7.754748364,0.853893042,4.3,0.014433964,1.471380472,1,0.992797554,0.00719096,red
643,-10.81091323,7.755168274,0.964084685,12.44,4.779934883,2.14911294,1,0.091283366,0.907266796,red
644,-10.81060613,7.755588303,0.880196035,15.26,0.297703654,2.584848404,1,0.861491859,0.138287172,red
645,-10.81030899,7.756007715,0.859045744,4.36,0.045196045,1.419072509,1,0.977620125,0.022344196,red
646,-10.8100047,7.756427561,0.928457677,7.92,0.731155813,1.891946673,1,0.693390429,0.306120425,red
647,-10.80970164,7.756847323,0.953371227,7.32,0.774505913,1.80946362,1,0.678499341,0.320987731,red
648,-10.80939973,7.757267004,0.9280985,4.59,0.215048134,1.429346323,1,0.897900641,0.101936489,red
649,-10.80909631,7.757686768,0.854023337,4.44,0.151538014,1.475741982,1,0.926918089,0.072965324,red
650,-10.80879235,7.758106551,0.949355125,3.96,0.172380134,1.331965089,1,0.917293489,0.082574554,red
651,-10.80848785,7.758526353,0.925047219,4.15,0.208530128,1.44578886,1,0.900836349,0.099005446,red
652,-10.80818321,7.758946148,0.874540091,4.34,0.070005767,1.665776134,1,0.965548635,0.03439641,red
653,-10.80787629,7.759366065,0.954048753,9.19,1.17954421,2.060038567,1,0.553931355,0.445356995,red
654,-10.80757124,7.759785848,0.867524147,7.92,0.325726718,2.023298025,1,0.849486172,0.150273681,red
655,-10.80726623,7.760205607,0.96591723,18.1,4.795044899,2.605336189,1,0.090595253,0.907953918,red
656,-10.80696989,7.760624811,0.963377535,5.9,0.322131097,1.831160903,1,0.851017237,0.148745105,red
657,-10.80666985,7.761044219,0.950110734,7.21,0.386017054,1.86341393,1,0.824220717,0.175498858,red
658,-10.80636522,7.761463885,0.985545576,11.71,4.419262409,2.141431808,1,0.109354317,0.889224827,red
659,-10.80606282,7.761883391,0.924833536,4.71,0.169986427,1.622938871,1,0.918393791,0.081476025,red
660,-10.80575668,7.762303105,0.906405032,9.11,0.163663641,2.35727644,1,0.921306431,0.078568026,red
661,-10.80545236,7.762722688,0.937993228,14.1,3.882329941,2.504362583,1,0.143092126,0.855540812,red
662,-10.80515398,7.763141887,0.879781365,3.84,0.022955231,1.324023604,1,0.988569856,0.011411895,red
663,-10.80485255,7.763561255,0.896484137,3.4,0.013961193,1.084332705,1,0.993032634,0.00695625,red
664,-10.8045515,7.763980583,0.850691319,4.15,0.063618734,1.429209471,1,0.968641996,0.03130798,red
665,-10.80424829,7.764400027,0.96091646,7.65,0.388291746,1.995883346,1,0.823282301,0.176435754,red
666,-10.80394184,7.764819754,0.950310946,7.73,0.395249814,1.945588589,1,0.820418537,0.179294989,red
667,-10.80363763,7.76523933,0.873593986,6.92,0.459001273,1.803042293,1,0.794638991,0.205033377,red
668,-10.80333879,7.765658563,0.856618643,4.36,0.074920669,1.60109508,1,0.963174939,0.036766283,red
669,-10.80303663,7.76607799,0.866204858,5.26,0.172871515,1.502475262,1,0.917067826,0.082799889,red
670,-10.80273407,7.766497432,0.867851555,4.21,0.106591068,1.582166195,1,0.948019028,0.051898036,red
671,-10.80243172,7.766916851,0.884777129,5.53,0.195068896,1.519423485,1,0.906929731,0.092921779,red
672,-10.80212772,7.767336364,0.884038091,7.8,0.227731541,2.063322306,1,0.892215371,0.107612669,red
673,-10.80181818,7.767756212,0.987913489,24.79,3.6536057,2.952618361,1,0.160458192,0.838202477,red
674,-10.80151685,7.76817555,0.983963609,22.29,2.531879663,2.957468748,1,0.281404376,0.717449248,red
675,-10.80121167,7.76859512,0.967481732,18.59,1.969073653,2.794875622,1,0.37302497,0.625974834,red
676,-10.80090717,7.769014646,0.969388068,18.06,3.416801453,2.78336668,1,0.18066144,0.81803143,red
677,-10.800601,7.769434272,0.975164533,18.65,2.690550089,2.788092852,1,0.259908766,0.738910556,red
678,-10.80029896,7.769853645,0.955648661,20.97,3.48018837,2.919124365,1,0.175016582,0.823667347,red
679,-10.79999482,7.770273146,0.965307534,19.7,3.950655222,2.806125879,1,0.138278723,0.860346615,red
680,-10.79968871,7.77069277,0.965473711,40.29,5.598881721,3.250860214,1,0.060572524,0.937928855,red
681,-10.79937754,7.771112708,0.984857261,37.86,2.266584873,3.040406704,1,0.32138896,0.677528501,red
682,-10.7990766,7.77153202,0.98121798,32.84,4.155321121,3.076495647,1,0.12480782,0.873796046,red
683,-10.79877607,7.771951305,0.968717396,35.58,-9999,-9999,1,-9999,-9999,black
684,-10.79848207,7.772370186,0.971794128,9.11,0.98837477,2.027504683,1,0.609584928,0.389792264,red
685,-10.79818057,7.772789523,0.895109415,5.71,0.076765314,1.711224198,1,0.962285638,0.037654229,red
686,-10.79787857,7.773208881,0.843637168,6.01,0.031632025,1.664740205,1,0.984283507,0.015691398,red
687,-10.79757632,7.773628243,0.933953583,11.89,2.373617887,2.169675112,1,0.304615438,0.69427532,red
688,-10.79726645,7.774048059,0.987596989,14.61,2.599830627,2.568661928,1,0.271989375,0.726849318,red
689,-10.79695757,7.774467799,0.970349014,17.5,2.419997931,2.721104622,1,0.297621667,0.701257944,red
690,-10.79665367,7.774887214,0.943194985,10.81,1.340673447,2.218594551,1,0.510988712,0.488231212,red
691,-10.79635262,7.775306432,0.944569647,9.31,1.225012422,2.037143707,1,0.541460693,0.457807899,red
692,-10.79604802,7.775725844,0.93997848,9.68,0.68689245,2.207097292,1,0.708932519,0.29060322,red
693,-10.79574406,7.776145168,0.948404968,8.52,0.467903346,2.100577593,1,0.791104317,0.208562478,red
694,-10.79544443,7.776564122,0.959073603,7.44,0.999035597,1.870004654,1,0.606339097,0.393032968,red
695,-10.79513726,7.776983507,0.965049922,9.56,1.052709818,2.239392757,1,0.590257883,0.409088582,red
696,-10.79482866,7.777402945,0.847801387,13.72,2.385137558,2.515834332,1,0.30286321,0.696024835,red
697,-10.79453155,7.777821642,0.884169102,18.06,2.137524128,2.760793924,1,0.342847526,0.656104326,red
698,-10.79422322,7.778240987,0.952069223,23.42,2.849853992,3.048275709,1,0.239979118,0.758808672,red
699,-10.79362003,7.779078719,0.929545403,15.36,0.806215227,2.623295307,1,0.667810023,0.331660151,red
700,-10.79330219,7.779498514,0.972467005,43.43,2.989956379,3.167833805,1,0.223718584,0.775043309,red
701,-10.79301524,7.779916361,0.950137377,7.28,0.402346551,1.98388648,1,0.817507982,0.182200983,red
702,-10.79269878,7.780335969,0.965770364,22.44,4.219062805,2.996313334,1,0.120886736,0.877711177,red
703,-10.79239478,7.780754755,0.980414212,14.89,3.341256618,2.504395247,1,0.187627435,0.811076939,red
704,-10.79209064,7.781173493,0.960315824,26.7,5.369949818,3.154726267,1,0.067930922,0.930582583,red
705,-10.79179359,7.781591736,0.953883111,12.48,0.381643772,2.365279675,1,0.82602793,0.173694625,red
706,-10.79149306,7.782010141,0.979190946,13.19,3.443831682,2.26660943,1,0.178232506,0.820456922,red
707,-10.79119215,7.782428516,0.934246242,4.48,0.094077721,1.722950459,1,0.953978658,0.045947965,red
708,-10.79088823,7.782847031,0.880367279,3.5,0.008891435,0.683647931,1,0.99555707,0.004435834,red
709,-10.79058244,7.783265618,0.959557891,12.14,2.524510622,2.322228193,1,0.282444954,0.716410697,red
710,-10.79028082,7.783683911,0.949136138,6.92,0.227645919,1.917053103,1,0.892253697,0.10757447,red
711,-10.78997771,7.784102259,0.955611587,10.81,1.951078415,2.21536541,1,0.37640205,0.622603476,red
712,-10.78967361,7.784520638,0.959603667,14.1,2.25694108,2.512314081,1,0.322945058,0.675975204,red
713,-10.78937193,7.78493884,0.943459451,5.61,0.666100264,1.583284736,1,0.716353059,0.283194602,red
714,-10.78906821,7.785357145,0.950073063,5.07,0.014108615,0.972709954,1,0.992959321,0.007029444,red
715,-10.78876237,7.78577556,0.881812036,19.19,0.762416959,2.877997875,1,0.682619691,0.316874146,red
716,-10.78846472,7.786193457,0.971039057,8.93,1.342451811,2.020130634,1,0.510533988,0.488685429,red
717,-10.78815246,7.78661224,0.949712992,25.1,2.743734121,2.922071934,1,0.253077805,0.745731056,red
718,-10.78785782,7.787029932,0.936704993,8.85,-9999,-9999,1,-9999,-9999,black
719,-10.78755364,7.787448206,0.95290494,11.56,0.987364829,2.40410471,1,0.609893501,0.389484406,red
720,-10.78724645,7.787866666,0.900379777,18.73,1.428380966,2.87443471,1,0.489030093,0.510155022,red
721,-10.78663835,7.788703213,0.954280317,22.52,3.005334854,3.000794172,1,0.222002268,0.776757002,red
722,-10.78633831,7.789121257,0.955344558,19.22,4.893966198,2.745793819,1,0.086216688,0.912326097,red
723,-10.78603561,7.789539478,0.933532596,14.85,0.872194231,2.621038675,1,0.646104753,0.35333091,red
724,-10.78572575,7.789958159,0.962967038,24.15,1.905077577,2.993179798,1,0.385173917,0.613845587,red
725,-10.78541825,7.790376718,0.974507272,27.82,4.251156807,3.179937601,1,0.118959337,0.879635632,red
726,-10.78511273,7.790795182,0.830709338,28.92,1.589178681,3.319536924,1,0.45119372,0.547931075,red
727,-10.78482436,7.791212621,0.950298131,3.66,0.147367135,1.423711061,1,0.928856254,0.071030267,red
728,-10.78452232,7.791630936,0.857806325,5.46,0.171881571,1.584108472,1,0.917522609,0.082345866,red
729,-10.78422061,7.79204926,0.873689115,4.03,0.013843619,1.685127139,1,0.993091106,0.006897871,red
730,-10.78391556,7.792467819,0.958631754,10.96,4.449604511,2.111952543,1,0.107705362,0.890871704,red
731,-10.78360666,7.792886641,0.950885713,10.85,0.785828888,2.279845715,1,0.674662948,0.324818224,red
732,-10.7832979,7.793305478,0.844771326,5.57,0.175746411,1.771754384,1,0.915748477,0.084117182,red
733,-10.7829824,7.793724752,0.969033003,15.67,0.622230411,2.7684412,1,0.732265532,0.26730755,red
734,-10.7826677,7.794143995,0.930627465,17.02,4.291478634,2.708333492,1,0.116581284,0.882009983,red
735,-10.78235171,7.794563335,0.970159829,13.02,3.168600321,2.410531759,1,0.204572961,0.794158638,red
736,-10.78204883,7.794981881,0.964042246,17.36,3.889107227,2.701729298,1,0.142607465,0.856025279,red
737,-10.78175754,7.795399725,0.946038485,13.84,1.886931419,2.490185022,1,0.388690233,0.610334933,red
738,-10.78146966,7.795817369,0.957264245,14.18,2.632124424,2.552408218,1,0.267626166,0.73120594,red
739,-10.78117375,7.796235513,0.943321705,8.3,0.548050404,1.952207685,1,0.759980202,0.239637047,red
740,-10.78087729,7.796653695,0.935332537,7.09,0.600998878,1.936043382,1,0.740093052,0.259492517,red
741,-10.78056405,7.797072913,0.99135983,147.63,-9999,-9999,1,-9999,-9999,black
742,-10.78026752,7.797491101,0.952015281,14.28,4.513552189,2.493786335,1,0.104310781,0.894260943,red
743,-10.77996822,7.797909455,0.922054529,8.14,0.632728457,1.97936964,1,0.728425801,0.271141142,red
744,-10.77966254,7.798328198,0.86038816,4.75,0.093791068,1.676119804,1,0.954115629,0.045811225,red
745,-10.77935155,7.798747258,0.97783345,19.89,3.300796509,2.651975393,1,0.191468075,0.807242632,red
746,-10.77904773,7.799165867,0.861665905,3.76,0.025568876,1.397826195,1,0.987276793,0.012702935,red
747,-10.77874586,7.799584343,0.93092531,5.3,0.411950588,1.630566716,1,0.81358552,0.186117247,red
748,-10.77843535,7.800003336,0.945381224,14.14,0.734004378,2.605154991,1,0.692402184,0.307107329,red
749,-10.77813075,7.800421946,0.944228888,6.73,0.419999808,1.882212043,1,0.81031251,0.189385027,red
750,-10.77782225,7.800840777,0.886033952,9.5,0.259207428,2.050340652,1,0.878261685,0.121544212,red
751,-10.77751874,7.801259278,0.974849761,8.34,0.460964501,2.1007092,1,0.79385823,0.20581305,red
752,-10.77721275,7.801677905,0.966737688,20.01,5.111351013,2.84533453,1,0.077323519,0.921205282,red
753,-10.77691107,7.802096246,0.951785445,25.7,4.088748455,3.18184638,1,0.129039198,0.869572103,red
754,-10.7766063,7.802514758,0.984865248,20.87,4.257793903,2.910140753,1,0.11856465,0.880029917,red
755,-10.7763026,7.802933189,0.975678802,20.54,4.472715855,2.854990244,1,0.106466033,0.892109275,red
756,-10.77600278,7.803351368,0.967201829,20.23,3.213816404,2.566909552,1,0.199992701,0.798731744,red
757,-10.77569082,7.803770285,0.958110392,21.72,4.471345425,2.970981359,1,0.106539123,0.892036319,red
758,-10.77538778,7.804188648,0.987671554,24.69,2.930679798,3.069510937,1,0.230459526,0.768313527,red
759,-10.82362876,7.727457956,0.983550906,30.7,4.747796059,3.324231863,1,0.092726186,0.905669034,red
760,-10.82332572,7.727877605,0.976789594,35.63,3.782676697,3.26039362,1,0.15036498,0.848132193,red
761,-10.82302346,7.728297142,0.982448339,31.34,4.413362026,3.227821827,1,0.109635837,0.888789296,red
762,-10.82271695,7.728717379,0.981604755,13.86,1.616605639,2.37715435,1,0.444975942,0.554042339,red
763,-10.8224109,7.729137553,0.98649317,38.81,5.353229046,3.313120127,1,0.068470158,0.929882169,red
764,-10.82211057,7.729556807,0.98579371,36.79,4.630934715,3.325319529,1,0.098315828,0.900089324,red
765,-10.82180218,7.729977378,0.981244802,35.79,4.581756115,3.251785755,1,0.100767717,0.897641778,red
766,-10.82150444,7.730396228,0.985909939,27.34,8.230020523,3.069412708,1,0.01620717,0.982052743,red
767,-10.82120407,7.730815511,0.987051189,27.07,5.38704443,3.166358709,1,0.06732022,0.931030154,red
768,-10.82090526,7.731234546,0.989234924,28.76,4.233451366,3.231960773,1,0.119974479,0.87846899,red
769,-10.82059526,7.731655403,0.957305133,12.22,2.046686649,2.204215288,1,0.3587403,0.640125513,red
770,-10.82029324,7.732074967,0.983126163,43.45,4.373293877,3.202852249,1,0.111858413,0.886570752,red
