"Plot_ID","X","Y","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
1,-10.6954,7.756008,1.2053912589403,-4.18297598827921,-0.326441102501599,0.272483741961125,0.171066660513008,-0.0716812039783741,-1.04508485479794,0.591044762693709,0.485892371944861,0.205200834822676
2,-10.69696,7.75678,1.51004381883201,-4.82849616063686,-0.622825125597879,0.108876659496971,-1.03821111983193,-0.0138645531943085,-1.42925482389987,0.696331181300928,-0.289043445121759,-0.320345290349867
3,-10.69795,7.757723,2.13960559853731,-7.27709179510036,-1.38879262982857,-0.44799504999302,-2.27988169827215,-0.324684473877918,-1.3881270639273,2.53328203694797,-0.558579346337182,0.372275331310172
4,-10.69632,7.754995,1.3625025865752,-4.57904832749593,-1.04521018019897,0.2210377141887,-0.719133947968579,0.430834800443103,-1.47464244290749,0.903253932332201,0.0723304337515715,-0.418786536941102
5,-10.69346,7.761432,1.38595289354595,-4.42932481940083,-0.138023841078752,0.376151337886579,-0.465934492763046,-0.0321428225157314,-1.0017872504252,0.592800587734994,0.641746666088438,-0.0975941261070693
6,-10.69325,7.762626,0.887416462239073,-4.30248472373806,-0.110587833100704,0.765691276181424,0.00941342674073062,-0.0844365474778204,-0.972079161363534,0.587935208851928,0.310818495098461,0.00576575975491339
7,-10.70166,7.767985,4.00873098176665,-6.60458391687175,-1.18190285906284,-0.692980060929681,-1.33202964714688,-0.0920075880639693,-0.962232578117351,0.856107726733589,0.541809556423467,0.112300557758222
8,-10.69513,7.776661,1.22087491325379,-4.26540379682606,-0.0643747034860786,0.228959378651715,0.102204698822569,-0.233834469901071,-0.841747200984826,0.973141624547492,0.375864265011489,0.10624350217051
9,-10.69535,7.775819,1.51191366252806,-5.09154617468095,-0.742088205154116,0.399430871330359,-0.602986603587795,0.121537598848316,-1.41876982145038,1.12110523818905,-0.174482995036098,-0.237388876452599
10,-10.69291,7.777983,3.08097846923042,-5.11083080055657,-0.510153525567582,0.136342322233372,-0.257932410736913,-0.405561473241931,-0.652173953257547,0.255022014987262,1.48398223217111,0.0486495586776128
